period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
1800	0	0	0	NaN	NaN	0.0	0.0
1801	1	1	0	1.0000000000	0.0000000000	1.4763067529223493	0.0
1802	4	3	1	0.7500000000	0.2500000000	3.9493430925989306	1.316447697532977
1803	0	0	0	NaN	NaN	0.0	0.0
1804	0	0	0	NaN	NaN	0.0	0.0
1805	10	8	2	0.8000000000	0.2000000000	10.355893215207113	2.588973303801778
1806	5	5	0	1.0000000000	0.0000000000	7.0673575715428605	0.0
1807	7	6	1	0.8571428571	0.1428571429	8.24562054478815	1.374270090798025
1808	5	5	0	1.0000000000	0.0000000000	6.508425156364914	0.0
1809	4	3	1	0.7500000000	0.2500000000	4.395089220311172	1.465029740103724
