author	age	change	start_year	bin	binlabel
Emeli	64	-0.033789923808677666	2016	6	60+
Emeli	65	0.0	2017	6	60+
Emeli	66	0.0	2018	6	60+
Emeli	67	0.0	2019	6	60+
Emeli	68	0.0	2020	6	60+
Emeli	69	0.0	2021	6	60+
AW76	29	0.0	2004	2	20--29
AW76	30	0.004303307250844642	2005	3	30--39
AW76	31	0.023406835929191724	2006	3	30--39
AW76	32	0.00536280582831606	2007	3	30--39
AW76	33	0.03437071707980389	2008	3	30--39
AW76	34	-0.020246561069577895	2009	3	30--39
AW76	35	-0.030212811561801493	2010	3	30--39
AW76	36	0.0051946307615456724	2011	3	30--39
AW76	37	0.0019224481093417685	2012	3	30--39
AW76	38	-0.024101372327664367	2013	3	30--39
AW76	39	0.0	2014	3	30--39
AW76	40	0.0	2015	4	40--49
AW76	41	0.0	2016	4	40--49
AW76	42	0.0	2017	4	40--49
AW76	43	0.0	2018	4	40--49
AW76	44	0.0	2019	4	40--49
AW76	45	0.0	2020	4	40--49
AW76	46	0.0	2021	4	40--49
Impertiff	32	0.0	2004	3	30--39
Impertiff	33	0.008606614501689284	2005	3	30--39
Impertiff	34	0.02549817710450932	2006	3	30--39
Impertiff	35	-0.019930670602618994	2007	3	30--39
Impertiff	36	0.10465519543745769	2008	3	30--39
Impertiff	37	0.24694824745294539	2009	3	30--39
Impertiff	38	-0.36335123625730026	2010	3	30--39
Impertiff	39	-0.0024263276366824175	2011	3	30--39
Impertiff	40	0.0	2012	4	40--49
Impertiff	41	0.0	2013	4	40--49
Impertiff	42	0.0	2014	4	40--49
Impertiff	43	0.0	2015	4	40--49
Impertiff	44	0.0	2016	4	40--49
Impertiff	45	0.0	2017	4	40--49
Impertiff	46	0.0	2018	4	40--49
Impertiff	47	0.0	2019	4	40--49
Impertiff	48	0.0	2020	4	40--49
Impertiff	49	0.0	2021	4	40--49
Nickis	32	0.010367229560579273	2004	3	30--39
Nickis	33	0.024059228446177864	2005	3	30--39
Nickis	34	-0.02163716115443266	2006	3	30--39
Nickis	35	0.0013848241512551367	2007	3	30--39
Nickis	36	-0.01096251785652455	2008	3	30--39
Nickis	37	0.003530840427027568	2009	3	30--39
Nickis	38	-0.004316115937400213	2010	3	30--39
Nickis	39	0.008663134472478882	2011	3	30--39
Nickis	40	0.006125803839170392	2012	4	40--49
Nickis	41	-0.012401954562414729	2013	4	40--49
Nickis	42	-0.004813311385916963	2014	4	40--49
Nickis	43	0.0	2015	4	40--49
Nickis	44	0.0	2016	4	40--49
Nickis	45	0.0	2017	4	40--49
Nickis	46	0.0	2018	4	40--49
Nickis	47	0.0	2019	4	40--49
Nickis	48	0.0	2020	4	40--49
Nickis	49	0.0	2021	4	40--49
Happy me	30	0.0	2004	3	30--39
Happy me	31	0.0	2005	3	30--39
Happy me	32	0.0	2006	3	30--39
Happy me	33	0.0	2007	3	30--39
Happy me	34	0.0	2008	3	30--39
Happy me	35	0.0	2009	3	30--39
Happy me	36	0.0	2010	3	30--39
Happy me	37	0.0	2011	3	30--39
Happy me	38	0.0	2012	3	30--39
Happy me	39	0.0	2013	3	30--39
Happy me	40	0.0	2014	4	40--49
Happy me	41	0.0	2015	4	40--49
Happy me	42	0.0	2016	4	40--49
Happy me	43	0.0	2017	4	40--49
Happy me	44	0.0	2018	4	40--49
Happy me	45	0.0	2019	4	40--49
Happy me	46	0.0	2020	4	40--49
Happy me	47	0.0	2021	4	40--49
Tyrell	33	0.0	2004	3	30--39
Tyrell	34	0.0	2005	3	30--39
Tyrell	35	0.06394648426162239	2006	3	30--39
Tyrell	36	-0.005675097913572867	2007	3	30--39
Tyrell	37	0.16814663551933237	2008	3	30--39
Tyrell	38	-0.12022453557558045	2009	3	30--39
Tyrell	39	-0.06737224410488275	2010	3	30--39
Tyrell	40	-0.03327651113233803	2011	4	40--49
Tyrell	41	-0.00554473105458065	2012	4	40--49
Tyrell	42	0.0	2013	4	40--49
Tyrell	43	0.0	2014	4	40--49
Tyrell	44	0.0	2015	4	40--49
Tyrell	45	0.0	2016	4	40--49
Tyrell	46	0.0	2017	4	40--49
Tyrell	47	0.0	2018	4	40--49
Tyrell	48	0.0	2019	4	40--49
Tyrell	49	0.0	2020	4	40--49
Tyrell	50	0.0	2021	5	50--59
Lindadjo	28	0.0	2004	2	20--29
Lindadjo	29	0.0	2005	2	20--29
Lindadjo	30	0.0	2006	3	30--39
Lindadjo	31	0.017323925671041747	2007	3	30--39
Lindadjo	32	0.019609510520091473	2008	3	30--39
Lindadjo	33	-0.025134159936488615	2009	3	30--39
Lindadjo	34	-0.004520293344597351	2010	3	30--39
Lindadjo	35	0.03153413447201729	2011	3	30--39
Lindadjo	36	-0.03881311738206455	2012	3	30--39
Lindadjo	37	0.0	2013	3	30--39
Lindadjo	38	0.0	2014	3	30--39
Lindadjo	39	0.0	2015	3	30--39
Lindadjo	40	0.0	2016	4	40--49
Lindadjo	41	0.0	2017	4	40--49
Lindadjo	42	0.0	2018	4	40--49
Lindadjo	43	0.0	2019	4	40--49
Lindadjo	44	0.0	2020	4	40--49
Lindadjo	45	0.0	2021	4	40--49
mossan	36	0.0	2004	3	30--39
mossan	37	0.06454960876266963	2005	3	30--39
mossan	38	-0.0006031245010472419	2006	3	30--39
mossan	39	-0.06394648426162239	2007	3	30--39
mossan	40	0.0	2008	4	40--49
mossan	41	0.0	2009	4	40--49
mossan	42	0.0024263276366824175	2010	4	40--49
mossan	43	-0.0024263276366824175	2011	4	40--49
mossan	44	0.0	2012	4	40--49
mossan	45	0.0	2013	4	40--49
mossan	46	0.0	2014	4	40--49
mossan	47	0.0	2015	4	40--49
mossan	48	0.0	2016	4	40--49
mossan	49	0.0	2017	4	40--49
mossan	50	0.0	2018	5	50--59
mossan	51	0.0	2019	5	50--59
mossan	52	0.0	2020	5	50--59
mossan	53	0.0	2021	5	50--59
nnnnnnnn	36	0.0	2004	3	30--39
nnnnnnnn	37	0.0	2005	3	30--39
nnnnnnnn	38	0.0	2006	3	30--39
nnnnnnnn	39	0.0	2007	3	30--39
nnnnnnnn	40	0.0	2008	4	40--49
nnnnnnnn	41	0.0	2009	4	40--49
nnnnnnnn	42	0.0	2010	4	40--49
nnnnnnnn	43	0.0	2011	4	40--49
nnnnnnnn	44	0.0	2012	4	40--49
nnnnnnnn	45	0.0	2013	4	40--49
nnnnnnnn	46	0.0	2014	4	40--49
nnnnnnnn	47	0.0	2015	4	40--49
nnnnnnnn	48	0.5004922967353763	2016	4	40--49
nnnnnnnn	49	-0.14299820745327502	2017	4	40--49
nnnnnnnn	50	-0.21595933595417696	2018	5	50--59
nnnnnnnn	51	0.1644634340699556	2019	5	50--59
nnnnnnnn	52	-0.21005124068638237	2020	5	50--59
nnnnnnnn	53	0.17435381375020464	2021	5	50--59
Dohgon	18	0.0	2004	1	<20
Dohgon	19	0.0	2005	1	<20
Dohgon	20	0.0	2006	2	20--29
Dohgon	21	0.0	2007	2	20--29
Dohgon	22	0.0	2008	2	20--29
Dohgon	23	0.0	2009	2	20--29
Dohgon	24	0.2887329887652077	2010	2	20--29
Dohgon	25	0.03563377792776029	2011	2	20--29
Dohgon	26	-0.17631547953731544	2012	2	20--29
Dohgon	27	-0.022905191121811525	2013	2	20--29
Dohgon	28	0.004800242769934765	2014	2	20--29
Dohgon	29	-0.1299463388037758	2015	2	20--29
Dohgon	30	0.0	2016	3	30--39
Dohgon	31	0.0	2017	3	30--39
Dohgon	32	0.0	2018	3	30--39
Dohgon	33	0.0	2019	3	30--39
Dohgon	34	0.0	2020	3	30--39
Dohgon	35	0.0	2021	3	30--39
Ett två tre	20	0.0	2004	2	20--29
Ett två tre	21	0.0	2005	2	20--29
Ett två tre	22	0.0	2006	2	20--29
Ett två tre	23	0.0	2007	2	20--29
Ett två tre	24	0.0	2008	2	20--29
Ett två tre	25	0.0	2009	2	20--29
Ett två tre	26	0.0	2010	2	20--29
Ett två tre	27	0.0	2011	2	20--29
Ett två tre	28	0.0	2012	2	20--29
Ett två tre	29	0.0	2013	2	20--29
Ett två tre	30	0.0	2014	3	30--39
Ett två tre	31	0.0	2015	3	30--39
Ett två tre	32	0.0	2016	3	30--39
Ett två tre	33	0.0	2017	3	30--39
Ett två tre	34	0.0	2018	3	30--39
Ett två tre	35	0.0	2019	3	30--39
Ett två tre	36	0.0	2020	3	30--39
Ett två tre	37	0.0	2021	3	30--39
Snakeheart	25	0.0	2004	2	20--29
Snakeheart	26	0.004303307250844642	2005	2	20--29
Snakeheart	27	0.07669557281387705	2006	2	20--29
Snakeheart	28	-0.002253763378168294	2007	2	20--29
Snakeheart	29	-0.06268710095127808	2008	2	20--29
Snakeheart	30	-0.014372404841754657	2009	3	30--39
Snakeheart	31	-0.0016856108935206576	2010	3	30--39
Snakeheart	32	0.0	2011	3	30--39
Snakeheart	33	0.0	2012	3	30--39
Snakeheart	34	0.0	2013	3	30--39
Snakeheart	35	0.0	2014	3	30--39
Snakeheart	36	0.0	2015	3	30--39
Snakeheart	37	0.0	2016	3	30--39
Snakeheart	38	0.0	2017	3	30--39
Snakeheart	39	0.0	2018	3	30--39
Snakeheart	40	0.0	2019	4	40--49
Snakeheart	41	0.0	2020	4	40--49
Snakeheart	42	0.0	2021	4	40--49
Gladabarnensmamma	23	0.0	2004	2	20--29
Gladabarnensmamma	24	0.0	2005	2	20--29
Gladabarnensmamma	25	0.1172352211463077	2006	2	20--29
Gladabarnensmamma	26	0.3316119439670467	2007	2	20--29
Gladabarnensmamma	27	0.24325331307701153	2008	2	20--29
Gladabarnensmamma	28	0.06979564568097141	2009	2	20--29
Gladabarnensmamma	29	0.11158182533433314	2010	2	20--29
Gladabarnensmamma	30	-0.03899592549128261	2011	3	30--39
Gladabarnensmamma	31	-0.7931653854383918	2012	3	30--39
Gladabarnensmamma	32	-0.017250081346411247	2013	3	30--39
Gladabarnensmamma	33	0.09866054082953678	2014	3	30--39
Gladabarnensmamma	34	-0.12272709775912159	2015	3	30--39
Gladabarnensmamma	35	0.0	2016	3	30--39
Gladabarnensmamma	36	0.0	2017	3	30--39
Gladabarnensmamma	37	0.0	2018	3	30--39
Gladabarnensmamma	38	0.0	2019	3	30--39
Gladabarnensmamma	39	0.0	2020	3	30--39
Gladabarnensmamma	40	0.0	2021	4	40--49
copycat	19	0.0	2004	1	<20
copycat	20	0.047336379759291065	2005	2	20--29
copycat	21	-0.02175778605464211	2006	2	20--29
copycat	22	0.0043445506362413365	2007	2	20--29
copycat	23	-0.02992314434089029	2008	2	20--29
copycat	24	0.0	2009	2	20--29
copycat	25	0.0	2010	2	20--29
copycat	26	0.0	2011	2	20--29
copycat	27	0.0	2012	2	20--29
copycat	28	0.004813311385916963	2013	2	20--29
copycat	29	-0.004813311385916963	2014	2	20--29
copycat	30	0.011263307936225889	2015	3	30--39
copycat	31	0.3797462988882869	2016	3	30--39
copycat	32	-0.3747598754935082	2017	3	30--39
copycat	33	-0.01624973133100461	2018	3	30--39
copycat	34	0.0	2019	3	30--39
copycat	35	0.0	2020	3	30--39
copycat	36	0.0	2021	3	30--39
modestyclara	27	0.0	2004	2	20--29
modestyclara	28	0.0	2005	2	20--29
modestyclara	29	0.010657747376937064	2006	2	20--29
modestyclara	30	-0.007507942709474927	2007	3	30--39
modestyclara	31	0.028966226803088493	2008	3	30--39
modestyclara	32	0.2645514857890851	2009	3	30--39
modestyclara	33	-0.27725689616617644	2010	3	30--39
modestyclara	34	-0.01386589003887869	2011	3	30--39
modestyclara	35	-0.00554473105458065	2012	3	30--39
modestyclara	36	0.0	2013	3	30--39
modestyclara	37	0.0	2014	3	30--39
modestyclara	38	0.0	2015	3	30--39
modestyclara	39	0.0	2016	3	30--39
modestyclara	40	0.0	2017	4	40--49
modestyclara	41	0.0	2018	4	40--49
modestyclara	42	0.0	2019	4	40--49
modestyclara	43	0.0	2020	4	40--49
modestyclara	44	0.0	2021	4	40--49
hotten	31	0.0	2004	3	30--39
hotten	32	0.0	2005	3	30--39
hotten	33	0.0	2006	3	30--39
hotten	34	0.026773339673428157	2007	3	30--39
hotten	35	-0.013926927085207909	2008	3	30--39
hotten	36	0.027608248856275542	2009	3	30--39
hotten	37	-0.033175678534448534	2010	3	30--39
hotten	38	-0.0072789829100472535	2011	3	30--39
hotten	39	0.0034430531896663384	2012	3	30--39
hotten	40	-0.0034430531896663384	2013	4	40--49
hotten	41	0.0	2014	4	40--49
hotten	42	0.0	2015	4	40--49
hotten	43	0.0	2016	4	40--49
hotten	44	0.0	2017	4	40--49
hotten	45	0.0	2018	4	40--49
hotten	46	0.0	2019	4	40--49
hotten	47	0.0	2020	4	40--49
hotten	48	0.0	2021	4	40--49
Anne M	47	0.0	2004	4	40--49
Anne M	48	0.0	2005	4	40--49
Anne M	49	0.0	2006	4	40--49
Anne M	50	0.0	2007	5	50--59
Anne M	51	0.0	2008	5	50--59
Anne M	52	0.0	2009	5	50--59
Anne M	53	0.0	2010	5	50--59
Anne M	54	0.0	2011	5	50--59
Anne M	55	0.0	2012	5	50--59
Anne M	56	0.0	2013	5	50--59
Anne M	57	0.0	2014	5	50--59
Anne M	58	0.0	2015	5	50--59
Anne M	59	0.0	2016	5	50--59
Anne M	60	0.0	2017	6	60+
Anne M	61	0.0	2018	6	60+
Anne M	62	0.0	2019	6	60+
Anne M	63	0.0	2020	6	60+
Anne M	64	0.0	2021	6	60+
bubbelmaja	28	0.05183614780289636	2004	2	20--29
bubbelmaja	29	-0.021712997046983862	2005	2	20--29
bubbelmaja	30	-0.00880765600203837	2006	3	30--39
bubbelmaja	31	0.00545784491955403	2007	3	30--39
bubbelmaja	32	-0.017138530232262972	2008	3	30--39
bubbelmaja	33	0.0038500777070000734	2009	3	30--39
bubbelmaja	34	0.013204716855341336	2010	3	30--39
bubbelmaja	35	-0.021144872948925947	2011	3	30--39
bubbelmaja	36	-0.0021016778649143113	2012	3	30--39
bubbelmaja	37	-0.0034430531896663384	2013	3	30--39
bubbelmaja	38	0.0	2014	3	30--39
bubbelmaja	39	0.0	2015	3	30--39
bubbelmaja	40	0.0	2016	4	40--49
bubbelmaja	41	0.0	2017	4	40--49
bubbelmaja	42	0.0	2018	4	40--49
bubbelmaja	43	0.0	2019	4	40--49
bubbelmaja	44	0.0	2020	4	40--49
bubbelmaja	45	0.0	2021	4	40--49
vist	36	0.2799151981356404	2004	3	30--39
vist	37	0.19344859945727028	2005	3	30--39
vist	38	0.3622035967589551	2006	3	30--39
vist	39	0.315686211605545	2007	3	30--39
vist	40	-0.24558151848788323	2008	4	40--49
vist	41	-0.558436243404272	2009	4	40--49
vist	42	0.1453086661812753	2010	4	40--49
vist	43	-0.29847892333620807	2011	4	40--49
vist	44	-0.18717948053099007	2012	4	40--49
vist	45	-0.006886106379332677	2013	4	40--49
vist	46	0.0	2014	4	40--49
vist	47	0.0	2015	4	40--49
vist	48	0.0	2016	4	40--49
vist	49	0.0	2017	4	40--49
vist	50	0.0	2018	5	50--59
vist	51	0.0	2019	5	50--59
vist	52	0.0	2020	5	50--59
vist	53	0.0	2021	5	50--59
Tecum	49	0.0	2004	4	40--49
Tecum	50	0.0	2005	5	50--59
Tecum	51	0.0	2006	5	50--59
Tecum	52	0.0	2007	5	50--59
Tecum	53	0.0	2008	5	50--59
Tecum	54	0.0	2009	5	50--59
Tecum	55	0.0	2010	5	50--59
Tecum	56	0.0	2011	5	50--59
Tecum	57	0.0	2012	5	50--59
Tecum	58	0.0	2013	5	50--59
Tecum	59	0.08663089253585053	2014	5	50--59
Tecum	60	-0.0190510449184952	2015	6	60+
Tecum	61	0.15138553220437181	2016	6	60+
Tecum	62	-0.023968603849671893	2017	6	60+
Tecum	63	0.08807273068379343	2018	6	60+
Tecum	64	-0.0426423594146573	2019	6	60+
Tecum	65	0.26329432299417077	2020	6	60+
Tecum	66	-0.13512952415122276	2021	6	60+
fruganL	16	0.0	2004	1	<20
fruganL	17	0.0	2005	1	<20
fruganL	18	0.0	2006	1	<20
fruganL	19	0.0	2007	1	<20
fruganL	20	0.0048174047205825936	2008	2	20--29
fruganL	21	0.0592358092332024	2009	2	20--29
fruganL	22	-0.04706892049700807	2010	2	20--29
fruganL	23	-0.016984293456776926	2011	2	20--29
fruganL	24	0.0	2012	2	20--29
fruganL	25	0.0	2013	2	20--29
fruganL	26	0.0	2014	2	20--29
fruganL	27	0.0	2015	2	20--29
fruganL	28	0.0	2016	2	20--29
fruganL	29	0.0	2017	2	20--29
fruganL	30	0.0	2018	3	30--39
fruganL	31	0.0	2019	3	30--39
fruganL	32	0.0	2020	3	30--39
fruganL	33	0.0	2021	3	30--39
yodi	26	0.0	2004	2	20--29
yodi	27	0.09036945226773749	2005	2	20--29
yodi	28	-0.04134381433382699	2006	2	20--29
yodi	29	0.18563480979201866	2007	2	20--29
yodi	30	1.1688101275371332	2008	3	30--39
yodi	31	-0.15443290316425506	2009	3	30--39
yodi	32	-0.3852650334398665	2010	3	30--39
yodi	33	0.01783959901938259	2011	3	30--39
yodi	34	1.5595124737951105	2012	3	30--39
yodi	35	2.1989074645505187	2013	3	30--39
yodi	36	-0.8427113865358375	2014	3	30--39
yodi	37	0.5841059977037562	2015	3	30--39
yodi	38	-3.317880656629196	2016	3	30--39
yodi	39	-0.9985472052386564	2017	3	30--39
yodi	40	-0.06499892532401844	2018	4	40--49
yodi	41	0.0	2019	4	40--49
yodi	42	0.09594694671149756	2020	4	40--49
yodi	43	-0.09594694671149756	2021	4	40--49
Pochahontas	32	0.010367229560579273	2004	3	30--39
Pochahontas	33	-0.010367229560579273	2005	3	30--39
Pochahontas	34	0.5094403246175916	2006	3	30--39
Pochahontas	35	1.1221584931277948	2007	3	30--39
Pochahontas	36	-0.35498656679099905	2008	3	30--39
Pochahontas	37	-0.7658721502176281	2009	3	30--39
Pochahontas	38	-0.3942763741760032	2010	3	30--39
Pochahontas	39	-0.06378878154223988	2011	3	30--39
Pochahontas	40	-0.042345785449517157	2012	4	40--49
Pochahontas	41	-0.010329159568999016	2013	4	40--49
Pochahontas	42	0.0	2014	4	40--49
Pochahontas	43	0.0	2015	4	40--49
Pochahontas	44	0.0	2016	4	40--49
Pochahontas	45	0.0	2017	4	40--49
Pochahontas	46	0.0	2018	4	40--49
Pochahontas	47	0.0	2019	4	40--49
Pochahontas	48	0.0	2020	4	40--49
Pochahontas	49	0.0	2021	4	40--49
kicki08	28	0.0	2004	2	20--29
kicki08	29	0.0	2005	2	20--29
kicki08	30	0.0	2006	3	30--39
kicki08	31	0.0	2007	3	30--39
kicki08	32	0.5540015428669982	2008	3	30--39
kicki08	33	0.8737108839449987	2009	3	30--39
kicki08	34	0.8214932923926042	2010	3	30--39
kicki08	35	-2.1909860431315042	2011	3	30--39
kicki08	36	-0.054776622883430486	2012	3	30--39
kicki08	37	-0.0034430531896663384	2013	3	30--39
kicki08	38	0.0	2014	3	30--39
kicki08	39	0.011263307936225889	2015	3	30--39
kicki08	40	-0.011263307936225889	2016	4	40--49
kicki08	41	0.0	2017	4	40--49
kicki08	42	0.0	2018	4	40--49
kicki08	43	0.0	2019	4	40--49
kicki08	44	0.0	2020	4	40--49
kicki08	45	0.0	2021	4	40--49
LHUF	26	0.0	2004	2	20--29
LHUF	27	0.0	2005	2	20--29
LHUF	28	0.0	2006	2	20--29
LHUF	29	0.13386667475452368	2007	2	20--29
LHUF	30	2.3053440314104803	2008	3	30--39
LHUF	31	-1.331764474192402	2009	3	30--39
LHUF	32	-0.34790822608489136	2010	3	30--39
LHUF	33	-0.3575448628926781	2011	3	30--39
LHUF	34	-0.11966215056206775	2012	3	30--39
LHUF	35	-0.2245713080688463	2013	3	30--39
LHUF	36	0.21655160480870672	2014	3	30--39
LHUF	37	-0.18420482568301805	2015	3	30--39
LHUF	38	0.22269481790689816	2016	3	30--39
LHUF	39	-0.10155772617352068	2017	3	30--39
LHUF	40	-0.0874006460612508	2018	4	40--49
LHUF	41	-0.036414855619682385	2019	4	40--49
LHUF	42	-0.03945458018650262	2020	4	40--49
LHUF	43	0.07488268363338688	2021	4	40--49
MalinI	27	-1.5562646384883765	2004	2	20--29
MalinI	28	-0.1410344097602149	2005	2	20--29
MalinI	29	-0.015443533181079584	2006	2	20--29
MalinI	30	0.0161970553039689	2007	3	30--39
MalinI	31	0.4860640386155304	2008	3	30--39
MalinI	32	-0.36408577809481857	2009	3	30--39
MalinI	33	-0.14227514958769702	2010	3	30--39
MalinI	34	-0.03085485193986736	2011	3	30--39
MalinI	35	-0.005544733006828033	2012	3	30--39
MalinI	36	0.0	2013	3	30--39
MalinI	37	0.0	2014	3	30--39
MalinI	38	0.0	2015	3	30--39
MalinI	39	0.0	2016	3	30--39
MalinI	40	0.0	2017	4	40--49
MalinI	41	0.0	2018	4	40--49
MalinI	42	0.0	2019	4	40--49
MalinI	43	0.0	2020	4	40--49
MalinI	44	0.0	2021	4	40--49
Sommartider	16	0.0	2004	1	<20
Sommartider	17	0.0	2005	1	<20
Sommartider	18	0.4028626387439744	2006	1	<20
Sommartider	19	-0.37608930379306965	2007	1	<20
Sommartider	20	-0.01874433328479215	2008	2	20--29
Sommartider	21	-0.008029001666112588	2009	2	20--29
Sommartider	22	0.0	2010	2	20--29
Sommartider	23	0.0	2011	2	20--29
Sommartider	24	0.0	2012	2	20--29
Sommartider	25	0.0	2013	2	20--29
Sommartider	26	0.0	2014	2	20--29
Sommartider	27	0.0	2015	2	20--29
Sommartider	28	0.0	2016	2	20--29
Sommartider	29	0.0	2017	2	20--29
Sommartider	30	0.0	2018	3	30--39
Sommartider	31	0.0	2019	3	30--39
Sommartider	32	0.0	2020	3	30--39
Sommartider	33	0.0	2021	3	30--39
Solaris	36	0.04146891824231709	2004	3	30--39
Solaris	37	0.027383945623272204	2005	3	30--39
Solaris	38	-0.039011186921591195	2006	3	30--39
Solaris	39	0.01268067856626236	2007	3	30--39
Solaris	40	-0.029675952844480324	2008	4	40--49
Solaris	41	0.04277875053832317	2009	4	40--49
Solaris	42	0.03901376765730471	2010	4	40--49
Solaris	43	-0.05028105680678375	2011	4	40--49
Solaris	44	-0.04435786405462427	2012	4	40--49
Solaris	45	0.0	2013	4	40--49
Solaris	46	0.0	2014	4	40--49
Solaris	47	0.0	2015	4	40--49
Solaris	48	0.0	2016	4	40--49
Solaris	49	0.0	2017	4	40--49
Solaris	50	0.0	2018	5	50--59
Solaris	51	0.0	2019	5	50--59
Solaris	52	0.0	2020	5	50--59
Solaris	53	0.0	2021	5	50--59
Ruggugglan	18	0.0	2004	1	<20
Ruggugglan	19	0.0	2005	1	<20
Ruggugglan	20	0.019183935178284494	2006	2	20--29
Ruggugglan	21	0.029638028555718256	2007	2	20--29
Ruggugglan	22	-0.019917557735997436	2008	2	20--29
Ruggugglan	23	0.030091968612407278	2009	2	20--29
Ruggugglan	24	-0.027450067656609914	2010	2	20--29
Ruggugglan	25	0.1431127827612804	2011	2	20--29
Ruggugglan	26	0.03881068505130489	2012	2	20--29
Ruggugglan	27	-0.030564107613346242	2013	2	20--29
Ruggugglan	28	-0.1829056671530417	2014	2	20--29
Ruggugglan	29	0.0	2015	2	20--29
Ruggugglan	30	0.0	2016	3	30--39
Ruggugglan	31	0.0	2017	3	30--39
Ruggugglan	32	0.0	2018	3	30--39
Ruggugglan	33	0.0	2019	3	30--39
Ruggugglan	34	0.0	2020	3	30--39
Ruggugglan	35	0.0	2021	3	30--39
Fjäril kär	28	0.0	2004	2	20--29
Fjäril kär	29	0.0	2005	2	20--29
Fjäril kär	30	0.0	2006	3	30--39
Fjäril kär	31	0.0	2007	3	30--39
Fjäril kär	32	0.0	2008	3	30--39
Fjäril kär	33	0.0	2009	3	30--39
Fjäril kär	34	0.0	2010	3	30--39
Fjäril kär	35	0.0	2011	3	30--39
Fjäril kär	36	0.0	2012	3	30--39
Fjäril kär	37	0.0	2013	3	30--39
Fjäril kär	38	0.0	2014	3	30--39
