author	age	change	start_year	bin	binlabel
Fjäril kär	39	0.0	2015	3	30--39
Fjäril kär	40	0.0	2016	4	40--49
Fjäril kär	41	0.0	2017	4	40--49
Fjäril kär	42	0.0	2018	4	40--49
Fjäril kär	43	0.0	2019	4	40--49
Fjäril kär	44	0.0	2020	4	40--49
Fjäril kär	45	0.0	2021	4	40--49
Gustie	33	0.0	2004	3	30--39
Gustie	34	0.021516519957996656	2005	3	30--39
Gustie	35	-0.00020103642656944115	2006	3	30--39
Gustie	36	-0.010291169139878206	2007	3	30--39
Gustie	37	-0.004601113058658938	2008	3	30--39
Gustie	38	0.012118516401811028	2009	3	30--39
Gustie	39	-0.0064085227524693	2010	3	30--39
Gustie	40	-0.00936082847881778	2011	4	40--49
Gustie	41	-0.0027723665034140167	2012	4	40--49
Gustie	42	0.0	2013	4	40--49
Gustie	43	0.0	2014	4	40--49
Gustie	44	0.0	2015	4	40--49
Gustie	45	0.0	2016	4	40--49
Gustie	46	0.0	2017	4	40--49
Gustie	47	0.0	2018	4	40--49
Gustie	48	0.0	2019	4	40--49
Gustie	49	0.0	2020	4	40--49
Gustie	50	0.0	2021	5	50--59
hymafr	41	0.0	2004	4	40--49
hymafr	42	0.0	2005	4	40--49
hymafr	43	0.0	2006	4	40--49
hymafr	44	0.0015749020559355726	2007	4	40--49
hymafr	45	0.012877300943067084	2008	4	40--49
hymafr	46	0.009146346845162379	2009	4	40--49
hymafr	47	-0.006612076869040518	2010	4	40--49
hymafr	48	0.013509558562429667	2011	4	40--49
hymafr	49	0.017706820829049553	2012	4	40--49
hymafr	50	-0.01932301018454452	2013	5	50--59
hymafr	51	-0.014442405909805264	2014	5	50--59
hymafr	52	-0.014437436272253953	2015	5	50--59
hymafr	53	0.0	2016	5	50--59
hymafr	54	0.0	2017	5	50--59
hymafr	55	0.0	2018	5	50--59
hymafr	56	0.0	2019	5	50--59
hymafr	57	0.0	2020	5	50--59
hymafr	58	0.0	2021	5	50--59
PumpkinQueen	24	0.0	2004	2	20--29
PumpkinQueen	25	0.0	2005	2	20--29
PumpkinQueen	26	0.0	2006	2	20--29
PumpkinQueen	27	0.0	2007	2	20--29
PumpkinQueen	28	0.0	2008	2	20--29
PumpkinQueen	29	0.0	2009	2	20--29
PumpkinQueen	30	0.0	2010	3	30--39
PumpkinQueen	31	0.033268398040968206	2011	3	30--39
PumpkinQueen	32	0.0837956719922123	2012	3	30--39
PumpkinQueen	33	-0.030424543487002853	2013	3	30--39
PumpkinQueen	34	-0.07942080841005067	2014	3	30--39
PumpkinQueen	35	-0.007218718136126977	2015	3	30--39
PumpkinQueen	36	0.0	2016	3	30--39
PumpkinQueen	37	0.0	2017	3	30--39
PumpkinQueen	38	0.0	2018	3	30--39
PumpkinQueen	39	0.0	2019	3	30--39
PumpkinQueen	40	0.0	2020	4	40--49
PumpkinQueen	41	0.0	2021	4	40--49
Tilcha	21	0.0	2004	2	20--29
Tilcha	22	0.0	2005	2	20--29
Tilcha	23	0.0	2006	2	20--29
Tilcha	24	0.014174118503420154	2007	2	20--29
Tilcha	25	0.019547688494252716	2008	2	20--29
Tilcha	26	-0.010123257153507832	2009	2	20--29
Tilcha	27	0.005521118113191278	2010	2	20--29
Tilcha	28	-0.02357493495052828	2011	2	20--29
Tilcha	29	-0.005544733006828033	2012	2	20--29
Tilcha	30	0.0	2013	3	30--39
Tilcha	31	0.0	2014	3	30--39
Tilcha	32	0.0	2015	3	30--39
Tilcha	33	0.0	2016	3	30--39
Tilcha	34	0.0	2017	3	30--39
Tilcha	35	0.0	2018	3	30--39
Tilcha	36	0.0	2019	3	30--39
Tilcha	37	0.0	2020	3	30--39
Tilcha	38	0.0	2021	3	30--39
Lorelei	28	0.010367229560579273	2004	2	20--29
Lorelei	29	0.019755898380616047	2005	2	20--29
Lorelei	30	-0.021596934528624434	2006	3	30--39
Lorelei	31	0.004073023034913694	2007	3	30--39
Lorelei	32	0.009881988217630668	2008	3	30--39
Lorelei	33	0.04157200205476129	2009	3	30--39
Lorelei	34	-0.06162656772343018	2010	3	30--39
Lorelei	35	-0.0024266389964463595	2011	3	30--39
Lorelei	36	0.0	2012	3	30--39
Lorelei	37	0.0	2013	3	30--39
Lorelei	38	0.0	2014	3	30--39
Lorelei	39	0.0	2015	3	30--39
Lorelei	40	0.0	2016	4	40--49
Lorelei	41	0.0	2017	4	40--49
Lorelei	42	0.0	2018	4	40--49
Lorelei	43	0.0	2019	4	40--49
Lorelei	44	0.0	2020	4	40--49
Lorelei	45	0.0	2021	4	40--49
CoolJen	26	0.7879094466040247	2004	2	20--29
CoolJen	27	-0.1940534957633171	2005	2	20--29
CoolJen	28	0.04774010345525159	2006	2	20--29
CoolJen	29	-0.5187536939329845	2007	2	20--29
CoolJen	30	-0.12284236036297468	2008	3	30--39
CoolJen	31	0.2039588950817121	2009	3	30--39
CoolJen	32	-0.07534702827005507	2010	3	30--39
CoolJen	33	-0.09534346877068883	2011	3	30--39
CoolJen	34	-0.012610032740995179	2012	3	30--39
CoolJen	35	-0.020658365299973027	2013	3	30--39
CoolJen	36	0.0	2014	3	30--39
CoolJen	37	0.0	2015	3	30--39
CoolJen	38	0.0	2016	3	30--39
CoolJen	39	0.0	2017	3	30--39
CoolJen	40	0.0	2018	4	40--49
CoolJen	41	0.0	2019	4	40--49
CoolJen	42	0.0	2020	4	40--49
CoolJen	43	0.0	2021	4	40--49
car	31	0.0	2004	3	30--39
car	32	0.008606607983198662	2005	3	30--39
car	33	-0.0043435112769132185	2006	3	30--39
car	34	0.005186315629327992	2007	3	30--39
car	35	0.03230139632817202	2008	3	30--39
car	36	0.020616787352936428	2009	3	30--39
car	37	-0.05751431802382917	2010	3	30--39
car	38	-0.004853277992892719	2011	3	30--39
car	39	0.0	2012	3	30--39
car	40	0.0	2013	4	40--49
car	41	0.0	2014	4	40--49
car	42	0.0	2015	4	40--49
car	43	0.0	2016	4	40--49
car	44	0.0	2017	4	40--49
car	45	0.0	2018	4	40--49
car	46	0.0	2019	4	40--49
car	47	0.0	2020	4	40--49
car	48	0.0	2021	4	40--49
Baronessan	31	-0.9812555818389894	2004	3	30--39
Baronessan	32	-0.024255702275919767	2005	3	30--39
Baronessan	33	0.01262846097760078	2006	3	30--39
Baronessan	34	-0.015667558440577947	2007	3	30--39
Baronessan	35	-0.0077509171705300835	2008	3	30--39
Baronessan	36	-0.0030519799265807794	2009	3	30--39
Baronessan	37	0.003908695583029788	2010	3	30--39
Baronessan	38	-0.004507550485925061	2011	3	30--39
Baronessan	39	-0.0027723665034140167	2012	3	30--39
Baronessan	40	0.0	2013	4	40--49
Baronessan	41	0.0	2014	4	40--49
Baronessan	42	0.0	2015	4	40--49
Baronessan	43	0.0	2016	4	40--49
Baronessan	44	0.0	2017	4	40--49
Baronessan	45	0.0	2018	4	40--49
Baronessan	46	0.0	2019	4	40--49
Baronessan	47	0.0	2020	4	40--49
Baronessan	48	0.0	2021	4	40--49
hemlis	36	0.0	2004	3	30--39
hemlis	37	0.0	2005	3	30--39
hemlis	38	0.8099883741942342	2006	3	30--39
hemlis	39	0.36961326570150965	2007	3	30--39
hemlis	40	0.031171811354034462	2008	4	40--49
hemlis	41	-0.551699666316312	2009	4	40--49
hemlis	42	-0.6396606729618954	2010	4	40--49
hemlis	43	0.01385528606939733	2011	4	40--49
hemlis	44	-0.00228085009100866	2012	4	40--49
hemlis	45	-0.030987547949959546	2013	4	40--49
hemlis	46	0.0	2014	4	40--49
hemlis	47	0.0	2015	4	40--49
hemlis	48	0.0	2016	4	40--49
hemlis	49	0.0	2017	4	40--49
hemlis	50	0.0	2018	5	50--59
hemlis	51	0.0	2019	5	50--59
hemlis	52	0.0	2020	5	50--59
hemlis	53	0.0	2021	5	50--59
Mopsan	19	0.0	2004	1	<20
Mopsan	20	0.0	2005	2	20--29
Mopsan	21	0.0	2006	2	20--29
Mopsan	22	0.0	2007	2	20--29
Mopsan	23	0.25371645264915776	2008	2	20--29
Mopsan	24	0.17611427665527685	2009	2	20--29
Mopsan	25	-0.4079909783364174	2010	2	20--29
Mopsan	26	-0.021839750968017237	2011	2	20--29
Mopsan	27	0.0	2012	2	20--29
Mopsan	28	0.0	2013	2	20--29
Mopsan	29	0.0	2014	2	20--29
Mopsan	30	0.0	2015	3	30--39
Mopsan	31	0.0	2016	3	30--39
Mopsan	32	0.0	2017	3	30--39
Mopsan	33	0.0	2018	3	30--39
Mopsan	34	0.0	2019	3	30--39
Mopsan	35	0.0	2020	3	30--39
Mopsan	36	0.0	2021	3	30--39
Adora1	26	0.0	2004	2	20--29
Adora1	27	0.0	2005	2	20--29
Adora1	28	0.0	2006	2	20--29
Adora1	29	0.0	2007	2	20--29
Adora1	30	0.0	2008	3	30--39
Adora1	31	0.006742442812618582	2009	3	30--39
Adora1	32	0.017523947151845014	2010	3	30--39
Adora1	33	0.00900200807650461	2011	3	30--39
Adora1	34	-0.016053093624324014	2012	3	30--39
Adora1	35	0.011664537765415026	2013	3	30--39
Adora1	36	-0.007223687773678284	2014	3	30--39
Adora1	37	-0.021656154408380934	2015	3	30--39
Adora1	38	0.0	2016	3	30--39
Adora1	39	0.0	2017	3	30--39
Adora1	40	0.0	2018	4	40--49
Adora1	41	0.0	2019	4	40--49
Adora1	42	0.0	2020	4	40--49
Adora1	43	0.0	2021	4	40--49
Saltlakrits	22	0.0	2004	2	20--29
Saltlakrits	23	0.0	2005	2	20--29
Saltlakrits	24	0.0788672890662807	2006	2	20--29
Saltlakrits	25	-0.041069639723826955	2007	2	20--29
Saltlakrits	26	-0.01210484401089346	2008	2	20--29
Saltlakrits	27	-0.024007194628405636	2009	2	20--29
Saltlakrits	28	0.0031676672897380737	2010	2	20--29
Saltlakrits	29	-0.004853277992892719	2011	2	20--29
Saltlakrits	30	0.006886121766657677	2012	3	30--39
Saltlakrits	31	-0.006886121766657677	2013	3	30--39
Saltlakrits	32	0.0	2014	3	30--39
Saltlakrits	33	0.0	2015	3	30--39
Saltlakrits	34	0.0	2016	3	30--39
Saltlakrits	35	0.0	2017	3	30--39
Saltlakrits	36	0.0	2018	3	30--39
Saltlakrits	37	0.0	2019	3	30--39
Saltlakrits	38	0.0	2020	3	30--39
Saltlakrits	39	0.0	2021	3	30--39
Alisa	25	0.0	2004	2	20--29
Alisa	26	0.0	2005	2	20--29
Alisa	27	0.006394645059428165	2006	2	20--29
Alisa	28	-0.004819743003492592	2007	2	20--29
Alisa	29	0.02893530427529226	2008	2	20--29
Alisa	30	-0.018710931409145315	2009	3	30--39
Alisa	31	0.002760559056595639	2010	3	30--39
Alisa	32	0.015936197558876028	2011	3	30--39
Alisa	33	0.0073776381790630376	2012	3	30--39
Alisa	34	-0.03306036268627402	2013	3	30--39
Alisa	35	0.002405411105783773	2014	3	30--39
Alisa	36	-0.007218718136126977	2015	3	30--39
Alisa	37	0.0	2016	3	30--39
Alisa	38	0.0	2017	3	30--39
Alisa	39	0.0	2018	3	30--39
Alisa	40	0.0	2019	4	40--49
Alisa	41	0.0	2020	4	40--49
Alisa	42	0.0	2021	4	40--49
Ickan	36	0.0	2004	3	30--39
Ickan	37	0.0	2005	3	30--39
Ickan	38	0.01278929011885633	2006	3	30--39
Ickan	39	0.04075737978295314	2007	3	30--39
Ickan	40	0.06367675442343432	2008	4	40--49
Ickan	41	-0.08688243166846016	2009	4	40--49
Ickan	42	-0.025487714663890902	2010	4	40--49
Ickan	43	-0.004853277992892719	2011	4	40--49
Ickan	44	0.0	2012	4	40--49
Ickan	45	0.0	2013	4	40--49
Ickan	46	0.0	2014	4	40--49
Ickan	47	0.0	2015	4	40--49
Ickan	48	0.0	2016	4	40--49
Ickan	49	0.0	2017	4	40--49
Ickan	50	0.0	2018	5	50--59
Ickan	51	0.0	2019	5	50--59
Ickan	52	0.0	2020	5	50--59
Ickan	53	0.0	2021	5	50--59
underverket 06	35	0.0	2004	3	30--39
underverket 06	36	0.0	2005	3	30--39
underverket 06	37	0.0	2006	3	30--39
underverket 06	38	0.0	2007	3	30--39
underverket 06	39	0.0	2008	3	30--39
underverket 06	40	0.0	2009	4	40--49
underverket 06	41	0.0	2010	4	40--49
underverket 06	42	0.0	2011	4	40--49
underverket 06	43	0.0	2012	4	40--49
underverket 06	44	0.0	2013	4	40--49
underverket 06	45	0.0	2014	4	40--49
underverket 06	46	0.0	2015	4	40--49
underverket 06	47	0.0	2016	4	40--49
underverket 06	48	0.0	2017	4	40--49
underverket 06	49	0.0	2018	4	40--49
underverket 06	50	0.0	2019	5	50--59
underverket 06	51	0.0	2020	5	50--59
underverket 06	52	0.0	2021	5	50--59
barnsäng	36	0.0	2004	3	30--39
barnsäng	37	0.9036938382358595	2005	3	30--39
barnsäng	38	-0.26849242899932835	2006	3	30--39
barnsäng	39	-0.39581629673432406	2007	3	30--39
barnsäng	40	0.4768018361150358	2008	4	40--49
barnsäng	41	-0.5526827104112423	2009	4	40--49
barnsäng	42	0.01849368652747635	2010	4	40--49
barnsäng	43	-0.18199792473347695	2011	4	40--49
barnsäng	44	0.0	2012	4	40--49
barnsäng	45	0.0	2013	4	40--49
barnsäng	46	0.0	2014	4	40--49
barnsäng	47	0.0	2015	4	40--49
barnsäng	48	0.0	2016	4	40--49
barnsäng	49	0.0	2017	4	40--49
barnsäng	50	0.0	2018	5	50--59
barnsäng	51	0.0	2019	5	50--59
barnsäng	52	0.0	2020	5	50--59
barnsäng	53	0.0	2021	5	50--59
UWO BaraJag	33	0.0	2004	3	30--39
UWO BaraJag	34	0.0	2005	3	30--39
UWO BaraJag	35	0.0	2006	3	30--39
UWO BaraJag	36	0.0	2007	3	30--39
UWO BaraJag	37	0.0	2008	3	30--39
UWO BaraJag	38	0.0	2009	3	30--39
UWO BaraJag	39	0.0	2010	3	30--39
UWO BaraJag	40	0.0	2011	4	40--49
UWO BaraJag	41	0.0	2012	4	40--49
UWO BaraJag	42	0.0	2013	4	40--49
UWO BaraJag	43	0.0	2014	4	40--49
UWO BaraJag	44	0.0	2015	4	40--49
UWO BaraJag	45	0.0	2016	4	40--49
UWO BaraJag	46	0.0	2017	4	40--49
UWO BaraJag	47	0.0	2018	4	40--49
UWO BaraJag	48	0.0	2019	4	40--49
UWO BaraJag	49	0.0	2020	4	40--49
UWO BaraJag	50	0.0	2021	5	50--59
högbergarna	27	0.0	2004	2	20--29
högbergarna	28	0.0	2005	2	20--29
högbergarna	29	0.0	2006	2	20--29
högbergarna	30	0.10709333980361894	2007	3	30--39
högbergarna	31	0.011735884854847362	2008	3	30--39
högbergarna	32	0.09355772393901905	2009	3	30--39
högbergarna	33	0.5083248333470833	2010	3	30--39
högbergarna	34	-0.19118977979249152	2011	3	30--39
högbergarna	35	-0.5260789412687484	2012	3	30--39
högbergarna	36	-0.0034430608833288384	2013	3	30--39
högbergarna	37	0.0	2014	3	30--39
högbergarna	38	0.0	2015	3	30--39
högbergarna	39	0.0	2016	3	30--39
högbergarna	40	0.0	2017	4	40--49
högbergarna	41	0.0	2018	4	40--49
högbergarna	42	0.0	2019	4	40--49
högbergarna	43	0.0	2020	4	40--49
högbergarna	44	0.0	2021	4	40--49
Skogsstjärnan	38	0.0	2004	3	30--39
Skogsstjärnan	39	0.025819823949595987	2005	3	30--39
Skogsstjärnan	40	0.03599507829154294	2006	4	40--49
Skogsstjärnan	41	-0.01771764467494289	2007	4	40--49
Skogsstjärnan	42	-0.044097257566196035	2008	4	40--49
Skogsstjärnan	43	0.0	2009	4	40--49
Skogsstjärnan	44	0.0	2010	4	40--49
Skogsstjärnan	45	0.0	2011	4	40--49
Skogsstjärnan	46	0.0	2012	4	40--49
Skogsstjärnan	47	0.0	2013	4	40--49
Skogsstjärnan	48	0.0	2014	4	40--49
Skogsstjärnan	49	0.0	2015	4	40--49
Skogsstjärnan	50	0.0	2016	5	50--59
Skogsstjärnan	51	0.0	2017	5	50--59
Skogsstjärnan	52	0.0	2018	5	50--59
Skogsstjärnan	53	0.0	2019	5	50--59
Skogsstjärnan	54	0.0	2020	5	50--59
Skogsstjärnan	55	0.0	2021	5	50--59
Tristan	36	0.9330506604521346	2004	3	30--39
Tristan	37	1.4767995748434912	2005	3	30--39
Tristan	38	-2.4013240418830546	2006	3	30--39
Tristan	39	-0.0006516831328930231	2007	3	30--39
Tristan	40	-0.007874510279677864	2008	4	40--49
Tristan	41	0.003371221406309291	2009	4	40--49
Tristan	42	-0.003371221406309291	2010	4	40--49
Tristan	43	0.0	2011	4	40--49
Tristan	44	0.0	2012	4	40--49
Tristan	45	0.0	2013	4	40--49
Tristan	46	0.0	2014	4	40--49
Tristan	47	0.0	2015	4	40--49
Tristan	48	0.0	2016	4	40--49
Tristan	49	0.0	2017	4	40--49
Tristan	50	0.0	2018	5	50--59
Tristan	51	0.0	2019	5	50--59
Tristan	52	0.0	2020	5	50--59
Tristan	53	0.0	2021	5	50--59
lilla mej	28	0.0	2004	2	20--29
lilla mej	29	0.0	2005	2	20--29
lilla mej	30	0.0	2006	3	30--39
lilla mej	31	0.0	2007	3	30--39
lilla mej	32	0.0	2008	3	30--39
lilla mej	33	0.0	2009	3	30--39
lilla mej	34	0.0	2010	3	30--39
lilla mej	35	0.0	2011	3	30--39
lilla mej	36	0.0	2012	3	30--39
lilla mej	37	0.0	2013	3	30--39
lilla mej	38	0.0	2014	3	30--39
lilla mej	39	0.0	2015	3	30--39
lilla mej	40	0.0	2016	4	40--49
lilla mej	41	0.0	2017	4	40--49
lilla mej	42	0.0	2018	4	40--49
lilla mej	43	0.0	2019	4	40--49
lilla mej	44	0.0	2020	4	40--49
lilla mej	45	0.0	2021	4	40--49
sportpappa	28	0.0	2004	2	20--29
sportpappa	29	0.0	2005	2	20--29
sportpappa	30	0.0	2006	3	30--39
sportpappa	31	0.0	2007	3	30--39
sportpappa	32	0.0	2008	3	30--39
sportpappa	33	0.0	2009	3	30--39
sportpappa	34	0.0	2010	3	30--39
sportpappa	35	0.019406565523898116	2011	3	30--39
sportpappa	36	-0.005634321990582763	2012	3	30--39
sportpappa	37	-0.00895893650297215	2013	3	30--39
sportpappa	38	0.0890300287393075	2014	3	30--39
sportpappa	39	0.08636959120996351	2015	3	30--39
sportpappa	40	-0.08637254256060263	2016	4	40--49
sportpappa	41	-0.09384038441901159	2017	4	40--49
sportpappa	42	0.0	2018	4	40--49
sportpappa	43	0.0	2019	4	40--49
sportpappa	44	0.0	2020	4	40--49
sportpappa	45	0.0	2021	4	40--49
hot fuss	26	0.0	2004	2	20--29
hot fuss	27	0.0	2005	2	20--29
hot fuss	28	0.0	2006	2	20--29
hot fuss	29	0.0	2007	2	20--29
hot fuss	30	0.0	2008	3	30--39
hot fuss	31	0.0	2009	3	30--39
hot fuss	32	0.0	2010	3	30--39
hot fuss	33	0.0	2011	3	30--39
hot fuss	34	0.0	2012	3	30--39
hot fuss	35	0.0	2013	3	30--39
hot fuss	36	0.0	2014	3	30--39
hot fuss	37	0.0	2015	3	30--39
hot fuss	38	0.0	2016	3	30--39
hot fuss	39	0.0	2017	3	30--39
hot fuss	40	0.0	2018	4	40--49
hot fuss	41	0.0	2019	4	40--49
hot fuss	42	0.0	2020	4	40--49
hot fuss	43	0.0	2021	4	40--49
Bohman	20	0.0	2004	2	20--29
Bohman	21	0.0	2005	2	20--29
Bohman	22	0.0	2006	2	20--29
Bohman	23	0.028348237006840308	2007	2	20--29
Bohman	24	0.09690418898451605	2008	2	20--29
Bohman	25	-0.007259676770531173	2009	2	20--29
Bohman	26	0.2896826021821632	2010	2	20--29
Bohman	27	-0.3744069533620202	2011	2	20--29
Bohman	28	-0.029825337157639367	2012	2	20--29
Bohman	29	0.02543678129873038	2013	2	20--29
Bohman	30	-0.028879842182059218	2014	3	30--39
Bohman	31	0.0	2015	3	30--39
Bohman	32	0.0	2016	3	30--39
Bohman	33	0.0	2017	3	30--39
Bohman	34	0.0	2018	3	30--39
Bohman	35	0.0	2019	3	30--39
Bohman	36	0.0	2020	3	30--39
Bohman	37	0.0	2021	3	30--39
AnnaKlara	35	0.05183614780289636	2004	3	30--39
AnnaKlara	36	-0.043229539819697696	2005	3	30--39
AnnaKlara	37	0.06599758437679659	2006	3	30--39
AnnaKlara	38	-0.04153124918534823	2007	3	30--39
AnnaKlara	39	0.024735868821363603	2008	3	30--39
AnnaKlara	40	-0.04600953707392811	2009	4	40--49
AnnaKlara	41	0.00033392006014927936	2010	4	40--49
AnnaKlara	42	-0.012133194982231798	2011	4	40--49
AnnaKlara	43	0.0	2012	4	40--49
AnnaKlara	44	0.0	2013	4	40--49
AnnaKlara	45	0.0	2014	4	40--49
AnnaKlara	46	0.0	2015	4	40--49
AnnaKlara	47	0.0	2016	4	40--49
AnnaKlara	48	0.0	2017	4	40--49
AnnaKlara	49	0.0	2018	4	40--49
AnnaKlara	50	0.0	2019	5	50--59
AnnaKlara	51	0.0	2020	5	50--59
AnnaKlara	52	0.0	2021	5	50--59
hannis	27	0.010367229560579273	2004	2	20--29
hannis	28	-0.010367229560579273	2005	2	20--29
hannis	29	0.0	2006	2	20--29
hannis	30	0.003149804111871145	2007	3	30--39
hannis	31	6.17965545738901e-05	2008	3	30--39
hannis	32	0.005216452849328193	2009	3	30--39
hannis	33	0.018264975445136725	2010	3	30--39
hannis	34	0.017664835093714314	2011	3	30--39
hannis	35	0.014174170961965986	2012	3	30--39
hannis	36	0.07142725480267624	2013	3	30--39
hannis	37	-0.08664698100250462	2014	3	30--39
hannis	38	-0.04331230881676187	2015	3	30--39
hannis	39	0.0	2016	3	30--39
hannis	40	0.0	2017	4	40--49
hannis	41	0.0	2018	4	40--49
hannis	42	0.0	2019	4	40--49
hannis	43	0.0	2020	4	40--49
hannis	44	0.0	2021	4	40--49
Moomin	24	0.0	2004	2	20--29
Moomin	25	0.017213215966397324	2005	2	20--29
Moomin	26	0.10641658851588053	2006	2	20--29
Moomin	27	-0.10158117569917983	2007	2	20--29
Moomin	28	-0.01883702811665298	2008	2	20--29
Moomin	29	-0.0032116006664450352	2009	2	20--29
Moomin	30	0.0	2010	3	30--39
Moomin	31	0.0	2011	3	30--39
Moomin	32	0.0	2012	3	30--39
Moomin	33	0.0	2013	3	30--39
Moomin	34	0.0	2014	3	30--39
Moomin	35	0.0	2015	3	30--39
Moomin	36	0.0	2016	3	30--39
Moomin	37	0.0	2017	3	30--39
Moomin	38	0.0	2018	3	30--39
Moomin	39	0.0	2019	3	30--39
Moomin	40	0.0	2020	4	40--49
Moomin	41	0.0	2021	4	40--49
snobben	36	-0.6504665220639582	2004	3	30--39
snobben	37	-0.2687698465162025	2005	3	30--39
snobben	38	0.13621862040607144	2006	3	30--39
snobben	39	-0.14957494352849673	2007	3	30--39
snobben	40	-0.08207847640097418	2008	4	40--49
snobben	41	-0.1507856105830524	2009	4	40--49
snobben	42	-0.003371221406309291	2010	4	40--49
snobben	43	0.0	2011	4	40--49
snobben	44	0.0034430608833288384	2012	4	40--49
snobben	45	-0.0034430608833288384	2013	4	40--49
snobben	46	0.0	2014	4	40--49
snobben	47	0.0	2015	4	40--49
snobben	48	0.0	2016	4	40--49
snobben	49	0.0	2017	4	40--49
snobben	50	0.0	2018	5	50--59
snobben	51	0.0	2019	5	50--59
snobben	52	0.0	2020	5	50--59
snobben	53	0.0	2021	5	50--59
Insatt	24	0.0	2004	2	20--29
Insatt	25	0.0	2005	2	20--29
Insatt	26	0.0	2006	2	20--29
Insatt	27	0.0015749020559355726	2007	2	20--29
Insatt	28	-0.0015749020559355726	2008	2	20--29
Insatt	29	0.011799274922082518	2009	2	20--29
Insatt	30	0.00033392006014927936	2010	3	30--39
Insatt	31	0.09044436564408682	2011	3	30--39
Insatt	32	-0.023387160309755337	2012	3	30--39
Insatt	33	-0.04549725110416086	2013	3	30--39
Insatt	34	-0.03369314921240242	2014	3	30--39
Insatt	35	0.0	2015	3	30--39
Insatt	36	0.0	2016	3	30--39
Insatt	37	0.0	2017	3	30--39
Insatt	38	0.0	2018	3	30--39
Insatt	39	0.0	2019	3	30--39
Insatt	40	0.0	2020	4	40--49
Insatt	41	0.0	2021	4	40--49
Konvaljen	21	0.0	2004	2	20--29
Konvaljen	22	0.04733634390759264	2005	2	20--29
Konvaljen	23	-0.034547053788736314	2006	2	20--29
Konvaljen	24	-0.003339877783242894	2007	2	20--29
Konvaljen	25	-0.004632011335945882	2008	2	20--29
Konvaljen	26	-0.0031317902965129077	2009	2	20--29
Konvaljen	27	0.015300862271969872	2010	2	20--29
Konvaljen	28	-0.0031246404580544344	2011	2	20--29
Konvaljen	29	0.01712571543288946	2012	2	20--29
Konvaljen	30	-0.030987547949959546	2013	3	30--39
Konvaljen	31	0.0	2014	3	30--39
Konvaljen	32	0.0	2015	3	30--39
Konvaljen	33	0.0	2016	3	30--39
Konvaljen	34	0.0	2017	3	30--39
Konvaljen	35	0.0	2018	3	30--39
Konvaljen	36	0.0	2019	3	30--39
Konvaljen	37	0.0	2020	3	30--39
Konvaljen	38	0.0	2021	3	30--39
luzorsus	28	0.0	2004	2	20--29
luzorsus	29	0.09467268781518529	2005	2	20--29
luzorsus	30	-0.028594688867760912	2006	3	30--39
luzorsus	31	0.044165144968065714	2007	3	30--39
luzorsus	32	0.016615082409088794	2008	3	30--39
luzorsus	33	0.03664601188142172	2009	3	30--39
luzorsus	34	-0.11739809727351977	2010	3	30--39
luzorsus	35	-0.03224430841541075	2011	3	30--39
luzorsus	36	-0.006975710750412407	2012	3	30--39
luzorsus	37	-0.006886121766657677	2013	3	30--39
luzorsus	38	0.0	2014	3	30--39
luzorsus	39	0.0	2015	3	30--39
luzorsus	40	0.0	2016	4	40--49
luzorsus	41	0.0	2017	4	40--49
luzorsus	42	0.0	2018	4	40--49
luzorsus	43	0.0	2019	4	40--49
luzorsus	44	0.0	2020	4	40--49
luzorsus	45	0.0	2021	4	40--49
gosmamman	23	0.0	2004	2	20--29
gosmamman	24	0.0	2005	2	20--29
gosmamman	25	0.017052386825141774	2006	2	20--29
gosmamman	26	1.373586128565969	2007	2	20--29
gosmamman	27	0.7145657214636096	2008	2	20--29
gosmamman	28	-1.5236685442663678	2009	2	20--29
gosmamman	29	0.15130928433844792	2010	2	20--29
gosmamman	30	-0.5498687877014755	2011	3	30--39
gosmamman	31	-0.18297618922532513	2012	3	30--39
gosmamman	32	0.0	2013	3	30--39
gosmamman	33	0.0	2014	3	30--39
gosmamman	34	0.0	2015	3	30--39
gosmamman	35	0.0	2016	3	30--39
gosmamman	36	0.0	2017	3	30--39
gosmamman	37	0.0	2018	3	30--39
gosmamman	38	0.0	2019	3	30--39
gosmamman	39	0.0	2020	3	30--39
gosmamman	40	0.0	2021	4	40--49
Brooke	17	0.0	2004	1	<20
Brooke	18	0.0	2005	1	<20
Brooke	19	0.0021315483531427217	2006	1	<20
Brooke	20	0.0010182557587284234	2007	2	20--29
Brooke	21	0.0369952042186918	2008	2	20--29
Brooke	22	0.03739308401455075	2009	2	20--29
Brooke	23	0.02923402349852612	2010	2	20--29
Brooke	24	-0.09013791682315571	2011	2	20--29
Brooke	25	0.007467227162817766	2012	2	20--29
Brooke	26	-0.02410142618330187	2013	2	20--29
Brooke	27	0.0	2014	2	20--29
Brooke	28	0.0	2015	2	20--29
Brooke	29	0.0	2016	2	20--29
Brooke	30	0.0	2017	3	30--39
Brooke	31	0.0	2018	3	30--39
Brooke	32	0.0	2019	3	30--39
Brooke	33	0.0	2020	3	30--39
Brooke	34	0.0	2021	3	30--39
brokig	22	0.0	2004	2	20--29
brokig	23	0.051639647899191975	2005	2	20--29
brokig	24	-0.015403325895765707	2006	2	20--29
brokig	25	-0.012612791164392678	2007	2	20--29
brokig	26	-0.01720032950614352	2008	2	20--29
brokig	27	-0.0064232013328900705	2009	2	20--29
brokig	28	0.0024266389964463595	2010	2	20--29
