period	v1ipm	v1abs
2004	53.6685830823209	24
2005	59.38231485594032	196
2006	94.43660535398027	394
2007	118.72745849869942	657
2008	134.91785997917742	1038
2009	117.2555872738753	1039
2010	119.91898986076838	1184
2011	116.75682351964892	1089
2012	130.12496711515777	1242
2013	116.38876253247336	1625
2014	82.60133498187685	1328
2015	69.09644551638527	1327
2016	50.208145206189805	1091
2017	44.891011139107285	951
2018	35.65803529645963	671
2019	32.77740340036832	599
2020	28.766175669855656	461
2021	19.8945256340629	298
2022	22.96839800143474	219
