period	username	age	agebin	total	v1abs	v2abs	v1rel	v2rel
2010	Lönnsirap	29	Gen3	25.0	8.0	17.0	0.32	0.68
2010	chivasregal	48	Gen1	278.0	34.0	244.0	0.1223021582733813	0.8776978417266187
2010	sara1981	28	Gen3	35.0	27.0	8.0	0.7714285714285715	0.22857142857142856
2010	mirre67	42	Gen1	250.0	247.0	3.0	0.988	0.012
2010	JBC	24	Gen3	182.0	38.0	144.0	0.2087912087912088	0.7912087912087912
2010	Smulu	31	Gen2	17.0	15.0	2.0	0.8823529411764706	0.11764705882352941
2010	Konvaljen	25	Gen3	72.0	72.0	0.0	1.0	0.0
2010	Sublime	40	Gen2	170.0	168.0	2.0	0.9882352941176471	0.011764705882352941
2010	FreeForAll	26	Gen3	20.0	20.0	0.0	1.0	0.0
2010	Jojile	24	Gen3	51.0	51.0	0.0	1.0	0.0
2010	allakantralla	34	Gen2	174.0	170.0	4.0	0.9770114942528736	0.022988505747126436
2010	Lättare	40	Gen2	63.0	9.0	54.0	0.14285714285714285	0.8571428571428571
2010	GRO68	41	Gen1	24.0	24.0	0.0	1.0	0.0
2010	guldplutt	39	Gen2	15.0	14.0	1.0	0.9333333333333333	0.06666666666666667
2010	Dalton	24	Gen3	113.0	44.0	69.0	0.3893805309734513	0.6106194690265486
2010	EmmAhh	23	Gen3	22.0	19.0	3.0	0.8636363636363636	0.13636363636363635
2010	Gloria	40	Gen2	56.0	53.0	3.0	0.9464285714285714	0.05357142857142857
2010	livet leker	20	Gen4	30.0	13.0	17.0	0.43333333333333335	0.5666666666666667
2010	Cami11a87	22	Gen3	28.0	27.0	1.0	0.9642857142857143	0.03571428571428571
2010	anzita	50	Gen1	139.0	125.0	14.0	0.8992805755395683	0.10071942446043165
2010	Lavish	24	Gen3	1026.0	986.0	40.0	0.9610136452241715	0.03898635477582846
2010	Lilla Jag	26	Gen3	77.0	62.0	15.0	0.8051948051948052	0.19480519480519481
2010	Denise87	22	Gen3	65.0	51.0	14.0	0.7846153846153846	0.2153846153846154
2010	Niveaa	24	Gen3	25.0	25.0	0.0	1.0	0.0
2010	Fru Anna	38	Gen2	44.0	42.0	2.0	0.9545454545454546	0.045454545454545456
2010	Freia	40	Gen2	12.0	9.0	3.0	0.75	0.25
2010	mammasgullar	20	Gen4	42.0	34.0	8.0	0.8095238095238095	0.19047619047619047
2010	NadiaMi	35	Gen2	3160.0	3159.0	1.0	0.9996835443037975	0.00031645569620253165
2010	Killarnas morsa	38	Gen2	335.0	325.0	10.0	0.9701492537313433	0.029850746268656716
2010	Spanjoren	34	Gen2	58.0	57.0	1.0	0.9827586206896551	0.017241379310344827
2010	Anatha	31	Gen2	294.0	293.0	1.0	0.9965986394557823	0.003401360544217687
2010	Lisa1977	32	Gen2	14.0	8.0	6.0	0.5714285714285714	0.42857142857142855
2010	Lilla JJ	32	Gen2	66.0	58.0	8.0	0.8787878787878788	0.12121212121212122
2010	Calles matte	31	Gen2	169.0	160.0	9.0	0.9467455621301775	0.05325443786982249
2010	Dorian Ertymexx	37	Gen2	77.0	77.0	0.0	1.0	0.0
2010	Ahdela	31	Gen2	12.0	12.0	0.0	1.0	0.0
2010	RiNan	26	Gen3	199.0	191.0	8.0	0.9597989949748744	0.04020100502512563
2010	Birgitta2	40	Gen2	416.0	207.0	209.0	0.49759615384615385	0.5024038461538461
2010	Sara K	24	Gen3	10.0	9.0	1.0	0.9	0.1
2010	janniahlholm	19	Gen4	29.0	27.0	2.0	0.9310344827586207	0.06896551724137931
2010	Fotavtryck	40	Gen2	69.0	31.0	38.0	0.4492753623188406	0.5507246376811594
2010	Krake	49	Gen1	62.0	51.0	11.0	0.8225806451612904	0.1774193548387097
2010	EsMamma	40	Gen2	52.0	50.0	2.0	0.9615384615384616	0.038461538461538464
2010	Hallonmumsan	23	Gen3	63.0	55.0	8.0	0.873015873015873	0.12698412698412698
2010	mamita64	45	Gen1	808.0	710.0	98.0	0.8787128712871287	0.12128712871287128
2010	dessan59	50	Gen1	42.0	42.0	0.0	1.0	0.0
2010	Manchester	40	Gen2	424.0	424.0	0.0	1.0	0.0
2010	Obsessed Feelings	24	Gen3	42.0	34.0	8.0	0.8095238095238095	0.19047619047619047
2010	EmmaOh	30	Gen3	62.0	62.0	0.0	1.0	0.0
2010	carola78	31	Gen2	15.0	9.0	6.0	0.6	0.4
2010	Petrellie	36	Gen2	53.0	53.0	0.0	1.0	0.0
2010	riboflavin	25	Gen3	114.0	114.0	0.0	1.0	0.0
2010	Foxy79	30	Gen3	32.0	32.0	0.0	1.0	0.0
2010	helenen	38	Gen2	11.0	11.0	0.0	1.0	0.0
2010	Mary Wollstonecraft	32	Gen2	52.0	52.0	0.0	1.0	0.0
2010	Skahlmann	44	Gen1	137.0	101.0	36.0	0.7372262773722628	0.26277372262773724
2010	FallenMadonnaWithTheBigBoobies	35	Gen2	34.0	27.0	7.0	0.7941176470588235	0.20588235294117646
2010	jinxy	28	Gen3	22.0	7.0	15.0	0.3181818181818182	0.6818181818181818
2010	tempest1	36	Gen2	10.0	9.0	1.0	0.9	0.1
2010	Philippa	40	Gen2	44.0	31.0	13.0	0.7045454545454546	0.29545454545454547
2010	Mummyfied	20	Gen4	57.0	56.0	1.0	0.9824561403508771	0.017543859649122806
2010	Sossan	34	Gen2	24.0	22.0	2.0	0.9166666666666666	0.08333333333333333
