period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	17	17	0	1.0000000000	0.0000000000	4.549277641611654	0.0
2004	203	178	25	0.8768472906	0.1231527094	2.8030386324547716	0.39368520118746797
2005	536	467	69	0.8712686567	0.1287313433	3.080261997719419	0.4551136570506208
2006	965	878	87	0.9098445596	0.0901554404	3.1036052503697094	0.30753263870406
2007	1252	1104	148	0.8817891374	0.1182108626	2.989083614840797	0.4007104845982228
2008	1402	1238	164	0.8830242511	0.1169757489	3.3851477593618116	0.44843637523048224
2009	1515	1363	152	0.8996699670	0.1003300330	4.271020163373384	0.4762986535823583
2010	1130	1003	127	0.8876106195	0.1123893805	4.494688620183786	0.5691181004619549
2011	921	830	91	0.9011943540	0.0988056460	5.014663237813141	0.5498004272783084
2012	579	532	47	0.9188255613	0.0811744387	4.923124394638466	0.43493768148121786
2013	459	402	57	0.8758169935	0.1241830065	6.150716703083653	0.8721165474521597
2014	239	216	23	0.9037656904	0.0962343096	5.391682655543493	0.5741143568402792
2015	140	118	22	0.8428571429	0.1571428571	4.764508898649044	0.8882982692396522
2016	116	102	14	0.8793103448	0.1206896552	6.154147642104699	0.8446869312692725
2017	107	92	15	0.8598130841	0.1401869159	7.034484034741482	1.1469267447948068
2018	96	89	7	0.9270833333	0.0729166667	8.510971167794178	0.669402226680441
2019	75	64	11	0.8533333333	0.1466666667	8.468579189419357	1.455537048181452
2020	92	74	18	0.8043478261	0.1956521739	13.051010580313186	3.1745701411572615
2021	60	56	4	0.9333333333	0.0666666667	10.843048995672268	0.7745034996908763
2022	57	47	10	0.8245614035	0.1754385965	13.604221360943148	2.894515183179393
2023	50	42	8	0.8400000000	0.1600000000	11.831079231047456	2.2535389011518965
