period	v1ipm	v1abs
2006	0	0
2007	190.66382789411801	18
2008	117.48421439373872	55
2009	269.912029693006	3622
2010	318.9720483880162	7330
2011	341.90772500558364	11786
2012	406.418915330059	31104
2013	401.12384590501824	35113
2014	349.4410811122541	18796
2015	2972.2831397333644	166268
2016	11013.081771472156	324554
2017	7088.606057241422	249751
