period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2003	8	8	0	1.0000000000	0.0000000000	2.5743289207190356	0.0
2004	36	35	1	0.9722222222	0.0277777778	1.0620053653117916	0.030343010437479757
2005	65	60	5	0.9230769231	0.0769230769	0.7428346172817007	0.06190288477347505
2006	158	152	6	0.9620253165	0.0379746835	0.8161225306608779	0.03221536305240307
2007	242	233	9	0.9628099174	0.0371900826	0.8772175730820314	0.03388394059115142
2008	266	257	9	0.9661654135	0.0338345865	0.9998479647524726	0.03501413106137063
2009	309	293	16	0.9482200647	0.0517799353	1.0686354652100254	0.0583555202845065
2010	163	154	9	0.9447852761	0.0552147239	0.8150636593562742	0.04763359048186019
2011	186	177	9	0.9516129032	0.0483870968	0.906810306785454	0.046108998650107834
2012	174	166	8	0.9540229885	0.0459770115	0.9101906247317062	0.04386460842080512
2013	141	138	3	0.9787234043	0.0212765957	0.9690620344640031	0.021066565966608764
2014	99	90	9	0.9090909091	0.0909090909	0.9138782093194173	0.09138782093194173
2015	58	54	4	0.9310344828	0.0689655172	0.8431706495419748	0.06245708515125739
2016	48	44	4	0.9166666667	0.0833333333	0.9285597567561744	0.0844145233414704
2017	42	40	2	0.9523809524	0.0476190476	0.8251836477152377	0.041259182385761886
2018	40	38	2	0.9500000000	0.0500000000	0.8245555238873192	0.043397659151964176
2019	25	23	2	0.9200000000	0.0800000000	0.6018318138083089	0.0523332012007225
2020	20	19	1	0.9500000000	0.0500000000	0.5272633445079862	0.027750702342525586
2021	41	40	1	0.9756097561	0.0243902439	1.12526133491215	0.02813153337280375
2022	29	29	0	1.0000000000	0.0000000000	0.9814182000621	0.0
2023	17	16	1	0.9411764706	0.0588235294	0.7623988326530273	0.04764992704081421
