period	total	v1abs	v2abs	v1rel	v2rel	v1ipm	v2ipm
2000	67	13	54	0.1940298507	0.8059701493	4.091343975023919	16.99481343471474
2001	67	9	58	0.1343283582	0.8656716418	2.7349255462102136	17.6250757422436
2002	158	30	128	0.1898734177	0.8101265823	4.97605934912812	21.231186556279976
2003	131	13	118	0.0992366412	0.9007633588	1.8296232327246975	16.607349343193405
2004	599	71	528	0.1185308848	0.8814691152	3.0478216960775737	22.665490922943082
2005	1144	110	1034	0.0961538462	0.9038461538	2.616082974160996	24.59117995711336
2006	1496	127	1369	0.0848930481	0.9151069519	2.2186158359767183	23.915630546867142
2007	2329	203	2126	0.0871618720	0.9128381280	2.3003633622237816	24.091490187624437
2008	3362	277	3085	0.0823914337	0.9176085663	2.2266219664938407	24.798298796510828
2009	4374	394	3980	0.0900777321	0.9099222679	2.5745841172664257	26.007220270863893
2010	4866	431	4435	0.0885737772	0.9114262228	2.4940960089122672	25.664305799364048
2011	5505	497	5008	0.0902815622	0.9097184378	2.6395791251099587	26.59761017817037
2012	5286	427	4859	0.0807794173	0.9192205827	2.344282992399829	26.67651302124302
2013	4635	443	4192	0.0955771305	0.9044228695	2.723469912644426	25.771525674504364
2014	3895	352	3543	0.0903722721	0.9096277279	2.6712140037787053	26.88667958917032
2015	3291	313	2978	0.0951078699	0.9048921301	2.733443664900661	26.00701352739351
2016	3048	309	2739	0.1013779528	0.8986220472	2.6741795707946983	23.70413541879184
2017	2815	308	2507	0.1094138544	0.8905861456	3.1220982162429087	25.412663078314843
2018	2647	271	2376	0.1023800529	0.8976199471	2.914135293903341	25.549761838798293
2019	2873	329	2544	0.1145144448	0.8854855552	3.4188845632436284	26.4366028233793
2020	3087	302	2785	0.0978296080	0.9021703920	2.838352720457229	26.174875253223124
2021	3388	309	3079	0.0912042503	0.9087957497	2.8297740362242947	28.19700406969127
2022	3239	288	2951	0.0889163322	0.9110836678	2.9833569702219953	30.569050066406625
2023	3381	288	3093	0.0851818988	0.9148181012	2.8471340792844395	30.57703370564851
2024	2980	261	2719	0.0875838926	0.9124161074	2.8809562390473995	30.01272036003785
